assetid,assetref,assetdesc,assetgroup,prodgroup,company,city,department,building,room,purdate,purprice,depterm,assetage,tddep,bookvalue,opstatus,maintstatus
668,MLGPW/SEC/860/24,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Harare,Administration,Head Office,102,2017/03/22,4328.25,4,1285,3806.85,521.4,Operational,In Use
669,MLGPW/SEC/860/25,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Harare,Administration,Head Office,103,2018/03/22,4328.25,4,1284,3803.88,524.37,Operational,In Use
670,MLGPW/SEC/860/26,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2019/03/22,4328.25,4,1283,3800.92,527.33,Operational,In Use
671,MLGPW/OPS/293/008,Dispenser Cassings,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,102,2001/12/21,16200,4,1391,15423.82,776.18,Operational,In Use
672,MLGPW/SEC/860/005,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Gweru,Administration,Gweru Office,A101,2024/03/22,4328.25,4,1278,3786.11,542.14,Operational,In Use
673,MLGPW/SEC/860/006,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Gweru,Administration,Gweru Office,A101,2025/03/22,4328.25,4,1277,3783.15,545.1,Operational,In Use
674,MLGPW/SEC/860/007,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Gweru,Administration,Gweru Office,A101,2026/03/22,4328.25,4,1276,3780.18,548.07,Operational,In Use
675,MLGPW/SEC/860/008,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Gweru,Administration,Gweru Office,A101,2027/03/22,4328.25,4,1275,3777.22,551.03,Operational,In Use
676,MLGPW/SEC/860/004,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Harare,Public Works,Head Office,105,2028/03/22,4328.25,4,1274,3774.26,553.99,Operational,In Use
677,MLGPW/SEC/860/005,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Harare,Public Works,Head Office,106,2029/03/22,4328.25,4,1273,3771.3,556.95,Operational,In Use
678,MLGPW/SEC/860/006,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Harare,Public Works,Head Office,106,1930/03/22,4328.25,4,1272,3768.33,559.92,Operational,In Use
679,MLGPW/SEC/860/007,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Harare,Public Works,Head Office,201,1931/03/22,4328.25,4,1271,3765.37,562.88,Operational,In Use
680,MLGPW/LOG/700/001,Aircon Units,Equipment - Office,Aircon Units,MLGPW,Harare,Public Works,Head Office,105,2001/12/21,5262.5,4,1391,5010.36,252.14,Operational,In Use
681,MLGPW/OPS/293/009,Dispenser Cassings,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,103,2001/12/21,16200,4,1391,15423.82,776.18,Operational,In Use
682,MLGPW/SEC/860/18,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Bulawayo,Local Government,Bulawayo Office,105,2001/04/22,4328.25,4,1270,3762.41,565.84,Operational,In Use
683,MLGPW/SEC/860/19,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Harare,Administration,Head Office,105,2002/04/22,4328.25,4,1269,3759.45,568.8,Operational,In Use
684,MLGPW/SEC/860/20,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Bulawayo,Public Works,Bulawayo Office,101,2003/04/22,4328.25,4,1268,3756.48,571.77,Operational,In Use
685,MLGPW/SEC/860/21,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Harare,Administration,Head Office,102,2004/04/22,4328.25,4,1267,3753.52,574.73,Operational,In Use
686,MLGPW/SEC/860/22,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Harare,Administration,Head Office,103,2005/04/22,4328.25,4,1266,3750.56,577.69,Operational,In Use
687,MLGPW/SEC/860/23,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2006/04/22,4328.25,4,1265,3747.59,580.66,Operational,In Use
688,MLGPW/SEC/860/009,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Gweru,Administration,Gweru Office,A101,2007/04/22,4328.25,4,1264,3744.63,583.62,Operational,In Use
689,MLGPW/SEC/860/10,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Gweru,Administration,Gweru Office,A101,2008/04/22,4328.25,4,1263,3741.67,586.58,Operational,In Use
690,MLGPW/SEC/860/11,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Gweru,Administration,Gweru Office,A101,2009/04/22,4328.25,4,1262,3738.71,589.54,Operational,In Use
691,MLGPW/SEC/860/001,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Harare,Public Works,Head Office,201,2010/04/22,4328.25,4,1261,3735.74,592.51,Operational,In Use
692,MLGPW/SEC/860/002,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Harare,Public Works,Head Office,101,2011/04/22,4328.25,4,1260,3732.78,595.47,Operational,In Use
693,MLGPW/SEC/860/003,CCTV Camera,Equipment Security,CCTV Camera,MLGPW,Harare,Public Works,Head Office,101,2012/04/22,4328.25,4,1259,3729.82,598.43,Operational,In Use
694,MLGPW/OPS/293/10,Dispenser Cassings,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,16200,4,1391,15423.82,776.18,Operational,In Use
695,MLGPW/OPS/293/11,Dispenser Cassings,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Local Government,Bulawayo Office,105,2001/12/21,16200,4,1391,15423.82,776.18,Operational,In Use
696,MLGPW/OPS/293/12,Dispenser Cassings,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,105,2001/12/21,16200,4,1391,15423.82,776.18,Operational,In Use
697,MLGPW/OPS/293/13,Dispenser 009,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,101,2001/12/21,16200,4,1391,15423.82,776.18,Operational,In Use
698,MLGPW/OPS/293/14,Dispenser Cassings,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,102,2001/12/21,16200,4,1391,15423.82,776.18,Operational,In Use
699,MLGPW/LOG/002/002,Laptop,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
700,MLGPW/OPS/293/15,Dispenser Cassings,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,103,2001/12/21,16200,4,1391,15423.82,776.18,Operational,In Use
701,MLGPW/OPS/293/001,Dispenser Cassings,Equipment - Office,Payment Equipment,MLGPW,Gweru,Provincial Affairs and Devolution,Gweru Office,A101,2001/12/21,16200,4,1391,15423.82,776.18,Operational,Due For Service
702,MLGPW/LOG/002/003,Laptop,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
703,MLGPW/LOG/002/004,Laptop,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
704,MLGPW/LOG/002/005,Laptop,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
705,MLGPW/ADM/128/001,HP Deskjet 3in1,Equipment - Office,Printers,MLGPW,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
706,MLGPW/LOG/150/001,Paper Shredder,Equipment - Office,Shredder,MLGPW,Harare,Local Government,Head Office,103,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
707,MLGPW/ADM/350/002,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,MLGPW,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
708,MLGPW/ADM/129/001,Samsung Printer,Equipment - Office,Printers,MLGPW,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
709,MLGPW/IT/004/001,Monitor,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,101,2019/04/22,1485,4,1252,1272.57,212.43,Operational,In Use
710,MLGPW/BL/002/001,Laptop,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,101,2017/10/22,7949,4,1071,5827.09,2121.91,Idle/ Standby,In Use
711,MLGPW/LOG/001/009,Desktop Computer,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
712,MLGPW/LOG/210/18,Dispenser Unit,Equipment - Office,Payment Equipment,MLGPW,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
713,MLGPW/LOG/230/40,Inverter/UPS,Equipment - Office,Payment Equipment,MLGPW,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
714,MLGPW/LOG/230/41,Inverter/UPS,Equipment - Office,Payment Equipment,MLGPW,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
715,MLGPW/ADM/331/003,2 door wooden cupboard,Furniture and Fixtures,Cupboards and Cabinets,MLGPW,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
716,MLGPW/ADM/342/003,Table with 3 drawer,Furniture and Fixtures,Desks,MLGPW,Harare,Public Works,Head Office,106,2001/12/21,1480,4,1391,1409.09,70.91,Operational,In Use
717,MLGPW/LOG/126/001,Bixolon Receipt Printer,Equipment - Office,Printers,MLGPW,Harare,Public Works,Head Office,101,2001/12/21,3475,4,1391,3308.5,166.5,Operational,In Use
718,MLGPW/LOG/126/002,Bixolon Receipt Printer,Equipment - Office,Printers,MLGPW,Harare,Public Works,Head Office,101,2001/12/21,3475,4,1391,3308.5,166.5,Operational,In Use
719,MLGPW/LOG/126/003,Bixolon Receipt Printer,Equipment - Office,Printers,MLGPW,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
720,MLGPW/LOG/126/004,Bixolon Receipt Printer,Equipment - Office,Printers,MLGPW,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
721,MLGPW/LOG/126/005,Bixolon Receipt Printer,Equipment - Office,Printers,MLGPW,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
722,MLGPW/LOG/127/001,3in1 Printer,Equipment - Office,Printers,MLGPW,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
723,MLGPW/LOG/230/42,Inverter/UPS,Equipment - Office,Payment Equipment,MLGPW,Harare,Public Works,Head Office,104,1930/10/22,0.01,4,1058,0.01,0,Operational,In Use
724,MLGPW/LOG/004/007,Monitor,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
725,MLGPW/OPS/128/001,HP Deskjet 3in1,Equipment - Office,Printers,MLGPW,Harare,Public Works,Head Office,202,2003/09/22,2826.11,4,1115,2156.82,669.29,Operational,In Use
726,MLGPW/OPS/007/001,Keyboards,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
727,MLGPW/OPS/004/002,Monitor,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
728,MLGPW/ADM/318/001,Paula High Backchair,Furniture and Fixtures,Chairs,MLGPW,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
729,MLGPW/ADM/376/001,Reception Cubicle,Furniture and Fixtures,Tables,MLGPW,Harare,Rural Development,Head Office,103,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
730,MLGPW/OPS/350/001,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,MLGPW,Harare,Public Works,Head Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
731,MLGPW/LOG/298/001,Spray Gun,Equipment - Office,Payment Equipment,MLGPW,Harare,Administration,Head Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
732,MLGPW/IT/291/004,Ketchup Payment Cubes & Tablets,Equipment - Office,Payment Equipment,MLGPW,Harare,Administration,Head Office,104,2001/12/21,33250,4,1391,31656.91,1593.09,Operational,In Use
733,MLGPW/ADM/150/003,Paper Shredder,Equipment - Office,Shredder,MLGPW,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
734,MLGPW/OPS/002/004,Laptop - HP,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
735,MLGPW/OPS/002/15,Laptop,Equipment - Computers,Computers,MLGPW,Bulawayo,Administration,Bulawayo Office,103,2001/12/21,5652.13,4,1391,5381.32,270.81,Operational,In Use
736,MLGPW/OPS/002/16,Laptop - HP,Equipment - Computers,Computers,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
737,MLGPW/OPS/001/004,Desktop Computer,Equipment - Computers,Computers,MLGPW,Bulawayo,Provincial Affairs and Devolution,Bulawayo Office,105,2001/12/21,3878.26,4,1391,3692.44,185.82,Operational,In Use
738,MLGPW/OPS/001/005,Desktop Computer,Equipment - Computers,Computers,MLGPW,Bulawayo,Administration,Bulawayo Office,105,2001/12/21,3608.7,4,1391,3435.8,172.9,Operational,In Use
739,MLGPW/SEC/855/001,Guns & Ammunition,Equipment Security,Guns,MLGPW,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
740,MLGPW/OPS/299/001,Safe,Equipment - Office,Payment Equipment,MLGPW,Harare,Public Works,Head Office,105,2015/09/22,0.01,4,1103,0.01,0,Operational,In Use
741,MLGPW/OPS/299/002,Safe,Equipment - Office,Payment Equipment,MLGPW,Harare,Public Works,Head Office,106,2016/09/22,0.01,4,1102,0.01,0,Operational,In Use
742,MLGPW/OPS/465/002,Mazda,Motor Vehicles,Bakkies,MLGPW,Harare,Rural Development,HQ Parking,Bay 10,2007/09/22,596317.03,4,1111,453462.16,142854.87,Operational,In Use
743,MLGPW/OPS/210/20,Dispenser Unit,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2023/11/22,34572.68,4,1034,24468.28,10104.4,Operational,In Use
744,MLGPW/OPS/210/21,Dispenser Unit,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Provincial Affairs and Devolution,Bulawayo Office,105,2024/11/22,34572.68,4,1033,24444.61,10128.07,Operational,In Use
745,MLGPW/OPS/331/004,2 door wooden cupboard,Furniture and Fixtures,Cupboards and Cabinets,MLGPW,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Idle/ Standby,In Use
746,MLGPW/OPS/318/001,Paula High Backchair,Furniture and Fixtures,Chairs,MLGPW,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,Not maintainable
747,MLGPW/FIN/312/003,Visitor Chair,Furniture and Fixtures,Chairs,MLGPW,Harare,Public Works,Head Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
748,MLGPW/LOG/130/001,Zebra Card Printers,Equipment - Office,Printers,MLGPW,Harare,Public Works,Head Office,101,2013/04/22,15725,4,1258,13540.08,2184.92,Operational,In Use
749,MLGPW/LOG/130/002,Zebra Card Printers,Equipment - Office,Printers,MLGPW,Harare,Administration,Head Office,102,2014/04/22,15725,4,1257,13529.31,2195.69,Operational,In Use
750,MLGPW/SEC/143/001,Rifle Safe,Equipment - Office,Safes,MLGPW,Gweru,Public Works,Gweru Office,A102,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
751,MLGPW/SEC/143/001,Rifle Safe,Equipment - Office,Safes,MLGPW,Bulawayo,Administration,Bulawayo Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
752,MLGPW/OPS/299/001,Safe,Equipment - Office,Payment Equipment,MLGPW,Gweru,Provincial Affairs and Devolution,Gweru Office,A101,2017/09/22,0.01,4,1101,0.01,0,Operational,Due For Service
753,MLGPW/IT/126/001,Bixolon Receipt Printer,Equipment - Office,Printers,MLGPW,Harare,Urban Development,Head Office,103,2001/12/21,3475,4,1391,3308.5,166.5,Operational,In Use
754,MLGPW/IT/126/002,Bixolon Receipt Printer,Equipment - Office,Printers,MLGPW,Harare,Rural Development,Head Office,103,2001/12/21,3475,4,1391,3308.5,166.5,Operational,In Use
755,MLGPW/IT/126/003,Bixolon Receipt Printer,Equipment - Office,Printers,MLGPW,Harare,Local Government,Head Office,103,2001/12/21,3475,4,1391,3308.5,166.5,Operational,In Use
756,MLGPW/IT/244/001,Fingerprint Reader  x 10,Equipment - Office,Payment Equipment,MLGPW,Harare,Public Works,Head Office,106,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
757,MLGPW/OPS/400/10,Ford Ranger XL 2.2 TDCI 6MT 118kw 4x4 D/C,Motor Vehicles,Bakkies,MLGPW,Bulawayo,Rural Development,Bulawayo Parking,Bay 112,2012/07/22,253575,4,1168,202721.15,50853.85,Operational,In Use
758,MLGPW/LOG/330/003,2 door steel cupboard,Furniture and Fixtures,Cupboards and Cabinets,MLGPW,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
759,MLGPW/FIN/350/002,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,MLGPW,Harare,Public Works,Head Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
760,MLGPW/LOG/296/001,Drill,Equipment - Office,Payment Equipment,MLGPW,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
761,MLGPW/LOG/297/001,Grider,Equipment - Office,Payment Equipment,MLGPW,Harare,Public Works,Head Office,201,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
762,MLGPW/LOG/297/002,Grider,Equipment - Office,Payment Equipment,MLGPW,Harare,Public Works,Head Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
763,MLGPW/SEC/143/001,Rifle Safe,Equipment - Office,Safes,MLGPW,Harare,Administration,Head Office,102,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
764,MLGPW/OPS/299/005,Safe,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2022/09/22,0.01,4,1096,0.01,0,Operational,In Use
765,MLGPW/OPS/299/006,Safe,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Local Government,Bulawayo Office,105,2023/09/22,0.01,4,1095,0.01,0,Operational,In Use
766,MLGPW/OPS/299/13,Safe,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,105,2024/09/22,0.01,4,1094,0.01,0,Operational,In Use
767,MLGPW/OPS/299/14,Safe,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,101,2025/09/22,0.01,4,1093,0.01,0,Operational,In Use
768,MLGPW/ADM/313/003,Highback Leather Chair,Furniture and Fixtures,Chairs,MLGPW,Harare,Public Works,Head Office,105,2001/12/21,2169.57,4,1391,2065.62,103.95,Operational,In Use
769,MLGPW/BL/313/001,Highback Leather Chair,Furniture and Fixtures,Chairs,MLGPW,Harare,Public Works,Head Office,105,2015/10/22,2847.83,4,1073,2091.53,756.3,Operational,In Use
770,MLGPW/TEC/131/001,Laser Jet,Equipment - Office,Printers,MLGPW,Gweru,Public Works,Gweru Office,A102,2001/12/21,1895,4,1391,1804.21,90.79,Operational,In Use
771,MLGPW/OPS/235/10,Flashlights,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,101,2015/04/23,500,4,891,304.93,195.07,Operational,In Use
772,MLGPW/OPS/299/009,Safe,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2028/09/22,0.01,4,1090,0.01,0,Operational,In Use
773,MLGPW/OPS/299/10,Safe,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Local Government,Bulawayo Office,105,2029/09/22,0.01,4,1089,0.01,0,Operational,In Use
774,MLGPW/OPS/299/12,Safe,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,101,2001/10/22,0.01,4,1087,0.01,0,Operational,In Use
775,MLGPW/BL/350/001,Mobile Pedestal drawer,Furniture and Fixtures,Drawers,MLGPW,Harare,Public Works,Head Office,202,2016/10/22,1978.26,4,1072,1451.54,526.72,Operational,In Use
776,MLGPW/OPS/002/17,Laptop Dell,Equipment - Computers,Computers,MLGPW,Bulawayo,Administration,Bulawayo Office,101,2018/10/22,7949,4,1070,5821.65,2127.35,Operational,In Use
777,MLGPW/OPS/651/001,Generator,Equipment - Office,Payment Equipment,MLGPW,Harare,Public Works,Head Office,101,2025/10/22,6804.3,4,1063,4950.7,1853.6,Operational,In Use
778,MLGPW/OPS/002/21,Laptop lenovo,Equipment - Computers,Computers,MLGPW,Bulawayo,Provincial Affairs and Devolution,Bulawayo Office,102,2019/10/22,7949,4,1069,5816.21,2132.79,Operational,In Use
779,MLGPW/ADM/132/001,HP Officejet printer,Equipment - Office,Printers,MLGPW,Harare,Public Works,Head Office,105,2001/12/21,2435,4,1391,2318.33,116.67,Operational,In Use
780,MLGPW/ADM/332/004,4 drawer Filing Cabinet,Furniture and Fixtures,Cupboards and Cabinets,MLGPW,Harare,Public Works,Head Office,101,2001/12/21,3550.84,4,1391,3380.71,170.13,Operational,In Use
781,MLGPW/ADM/110/003,Fridges,Equipment - Office,Fridges,MLGPW,Harare,Public Works,Head Office,106,2024/10/22,3216.52,4,1064,2342.49,874.03,Operational,In Use
782,MLGPW/FIN/004/002,Monitor,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,101,1931/10/22,2830,4,1057,2047.44,782.56,Operational,In Use
783,MLGPW/OPS/002/19,Laptop,Equipment - Computers,Computers,MLGPW,Bulawayo,Administration,Bulawayo Office,103,2002/11/22,8174,4,1055,5902.51,2271.49,Operational,In Use
784,MLGPW/OPS/002/20,Laptop,Equipment - Computers,Computers,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2003/11/22,8174,4,1054,5896.92,2277.08,Operational,In Use
785,MLGPW/OPS/002/007,LaptopDell,Equipment - Computers,Computers,MLGPW,Gweru,Provincial Affairs and Devolution,Gweru Office,A101,2007/11/22,8134.92,4,1050,5846.45,2288.47,Operational,In Use
786,MLGPW/LOG/877/001,Welding Machine,Equipment - Office,Welding Machine,MLGPW,Harare,Public Works,Head Office,201,2026/10/22,17800,4,1062,12938.81,4861.19,Operational,In Use
787,MLGPW/OPS/432/002,Boat - Improvements,Motor Vehicles,Boats,MLGPW,Gweru,Rural Development,Gweru Parking,Bay 11,2020/10/22,89319.22,4,1068,65292.9,24026.32,Operational,In Use
